product_name,review_title,rating,pros,cons,full_content,page_number
Trello,Trello: Get Everyone on the Same Page,N/A,"Provides a wide variety of labeling and organizational tools, including color-coding, start/end times, and automation of card features.Encourages clear communication between an entire team, with the shared board systemlogs all activity in an easily traceable format",More options for how to format the boards would be organized in the page,"Trello: Get Everyone on the Same PageRating: 10 out of 10IncentivizedMarch 25, 2025Use Cases and Deployment ScopeIn our musical instrument e-commerce business, Trello has helped us fill in so many gaps in communication that would naturally occur during day-to-day operations as well as longer-term pr...",2
Trello,Trello is the best app on the planet!,N/A,"Ease of useIntuitivenessClean, not clunkyFriendly on mobile AND desktop",,"Trello is the best app on the planet!Rating: 10 out of 10IncentivizedMarch 25, 2025Use Cases and Deployment ScopeI use Trello to organize and schedule my day to day tasks. I also use it for project management and organizing what projects need to be done and all of the steps within that project that ...",2
Trello,Trello 10/10,N/A,We use statuses fairly heavily to rank how much of a priority an issue isAssigned users are great and easy to readThings are very easy to find,Sorting cards could be better. It's limited in how you can sort columns.The search could be better for organizations who have been using it for as long as we have. We have to sift through a lot when looking for a specific older card.,"Trello 10/10Rating: 9 out of 10IncentivizedMarch 24, 2025Use Cases and Deployment ScopeWe use Trello to manage our software's current development projects. Any new features have a new board created where all tasks needed for the project go.We use Trello to manage what fixes need to be done and what ...",2
Trello,Trello's user-friendly nature makes up for the missing features,N/A,task managementprioritizationvisibility for teams,you can't see all cards assigned to you in one placethe time tracking has to be an extension and sometimes fails to loadviewing in timeline view is not intuitive,"Trello's user-friendly nature makes up for the missing featuresRating: 8 out of 10IncentivizedMarch 24, 2025Use Cases and Deployment ScopeWe use Trello every two weels for sprint planning so we can see what each team members is committing to for the next two weeks. We also use chrome extension that ...",2
Trello,Trello has helped me track multiple tasks across multiple states across multiple employees,N/A,Creating detailed checklists of things to be doneAssigning tasks to employeesAllowing me to see how many tasks still need to be accomplished,"Owner in Corporate at MFB ultancy, Inc (1-10 employees)","Trello has helped me track multiple tasks across multiple states across multiple employeesRating: 10 out of 10IncentivizedMarch 21, 2025Use Cases and Deployment ScopeMy employees are scattered across the US. We use Trello to track the activities that need to be accomplished, as well as who is respon...",2
Trello,Game Changer for Team Productivity,N/A,OrganizeManage Time and TaskEnable CollaborationAllow for Progress Visualization,Integration with other toolseasier onboardingeasier self-navigation,"Game Changer for Team ProductivityRating: 10 out of 10IncentivizedJanuary 27, 2025Use Cases and Deployment ScopeWe use Trello internally as a team to keep track of a lot of moving projects, work streams, and cross-functional initiatives. Our project managers use the tool to ensure we're all working ...",2
Trello,Trello User,N/A,Task managementTrack small on-going projects,No changes all looks good for now,"Trello UserRating: 10 out of 10IncentivizedJanuary 8, 2025Use Cases and Deployment ScopeWe use Trello to track small, on-going projects that help us prioritize our tasks, which are important. I have been using this to track my personal tasks also, which has helped a lot to manage my tasks effectivel...",2
Trello,Kanban System with Real-Time Updates,N/A,Checklists withing CardsDocuments and attachments to store material for useeasy to use platform and very intuitive,"ultant in Corporate (10,001+ employees)","Kanban System with Real-Time UpdatesRating: 9 out of 10IncentivizedOctober 30, 2024Use Cases and Deployment ScopeThe tool is used as a Kanban board to provide visible organization of tasks and the state they are in. It helps me to build training material and use it as Guide for the training contents...",2
Trello,Terrific Trello,N/A,Good workflow organisationGood integration with other apps and softwaregood for long distance/remote collaboration,Better alerts for when 'offline'more succinct email notificationsAi integration,"Terrific TrelloRating: 10 out of 10IncentivizedOctober 23, 2023Use Cases and Deployment ScopeTo organise the whole team, structure sprints and add information about open jobs.ProsGood workflow organisationGood integration with other apps and softwaregood for long distance/remote collaborationConsBet...",2
Trello,"""Trello Has Flexible Interface Makes Business Goal And Milestone Planning Easy.""",N/A,"Easy to manage tasks.Drag-and-drop system is intuitive.Multi-board workspaces add flexibility.Facilitates project visualization, organization, and rationalization.",Limited levels of task hierarchy.Limitations on reporting and privacy settings.Free version limits attachment size and integrations.,"""Trello Has Flexible Interface Makes Business Goal And Milestone Planning Easy.""Rating: 8 out of 10IncentivizedMarch 24, 2023Use Cases and Deployment ScopeOur organization's preferred project management tool is Trello because it is adaptable and user-friendly. Its intuitive drag-and-drop functionali...",2
Trello,Feedback on Trello and How Useful It is For Small Teams,N/A,Keeping track of the to-do list and keeping the updates on each item organizedAssigning certain tasks with due datesOrganizing the questions for certain problems and feedback requests,"Notification feature can be more organized, we are sometimes missing the updates.Definitely add delete feature","Feedback on Trello and How Useful It is For Small TeamsRating: 8 out of 10IncentivizedDecember 28, 2022Use Cases and Deployment ScopeWe are using Trello for - Project management - R&amp;D team - Content management strategies with the Sales &amp; marketing teamProsKeeping track of the to-do list and ...",3
Trello,Visibility and flexibility in one,N/A,Organise priorities within a projectOversee capacity for a team or roadmapFoster collaboration within a project with tools such as votingAssign and total up associated costs for individual pieces of work,"Automatically determine when a swimlane is over capacityCreate templates for different uses with pre-determined calculations such as team velocity, cost, timeframesReview whether some plug-ins should be automatically included, like the epic point calculator","Visibility and flexibility in oneRating: 9 out of 10IncentivizedDecember 23, 2022Use Cases and Deployment ScopeWe use Trello to manage our product roadmaps and upcoming tasks in various teams. It is useful in determining the size and effort of various pieces of work and how that adds up to a release...",3
Trello,How Trello Helps Me as Full-Time Student and Professionally!,N/A,OrganizationConvenienceCoordination,Integrate with Google CalendarCalendar view in mobile,"How Trello Helps Me as Full-Time Student and Professionally!Rating: 10 out of 10IncentivizedDecember 7, 2022Use Cases and Deployment ScopeOrganization - I just have to add all my tasks and Trello sorts them by their due date. I can add different lists (columns) and quickly move the cards to where I ...",3
Trello,The user interface is very intuitive.,N/A,"I like that I can keep track of a lot of tasks.One of the things that Trello knows best is to promote collaboration and assign access privileges to themThe creation of boards is very easy to manage, and it is very good for following projects to daily tasks without complications.",No global tags.Need to improve project timeline management.,"The user interface is very intuitive.Rating: 10 out of 10IncentivizedOctober 14, 2022Use Cases and Deployment ScopeI use them to keep track of the projects that we carry out in the company, it makes everything relatively easy, it allows me to work in collaboration with co-workers, it allows us to cr...",3
Trello,"Easy to use for daily tasks, and suitable for organizing numerous tasks at once",N/A,Task managementProject ManagementCollaboration,User Interfacelogin IssueIncrease Number of Boards,"Easy to use for daily tasks, and suitable for organizing numerous tasks at onceRating: 8 out of 10IncentivizedSeptember 13, 2022Use Cases and Deployment ScopeSince my work group suggested Trello as an alternative to managing the work we've been doing, our productivity and efficiency have undoubtedly...",3
Trello,Awesome Collaboration Tool,N/A,Ability to create different boardsAbility to fully customize cards in each of the boardsAbility to communicate in each of the task,UI can be improved to make it less laggyAbility to change background without being a gold user,"Awesome Collaboration ToolRating: 9 out of 10IncentivizedSeptember 1, 2022Use Cases and Deployment ScopeWe basically use Trello to create different boards to track the status of projects throughout different phases. We also use this to create a to-do list for the different task that needs to be comp...",3
Trello,Organise your life with Trello!,N/A,Task managementCollaborationOrganisationProject Management,"Easier way to add/find attachmentsSaving a card without having to click enter, once typed, it remains there","Organise your life with Trello!Rating: 8 out of 10IncentivizedAugust 26, 2022Use Cases and Deployment ScopeI use Trello regularly to keep track of tasks at my job, in my company and in my personal space. I love how easy it is to create/remove tasks and move them around. I keep track of passwords, to...",3
Trello,Striving to accomplish task and goals one day at a time...,N/A,"Helps track employees ""to do before hire"", ""to do after hired,"" and ""to do when employee leaves""Provides important information on each employee like personal information along with data collected during the time of hire and during employment timeAllows more than one person to be assigned to a task per employee and will remain open until everyone involved has completed their task","Needs to be locked down a little tighter once a card is created instead of allowing just anyone to go in and make changesI have only worked with Trello this past year, but I feel its a great task writing tool for each person to do their part so no problems hereMore visibility with cards already done or completed on the main dashboard","Striving to accomplish task and goals one day at a time...Rating: 8 out of 10IncentivizedAugust 3, 2022Use Cases and Deployment ScopeI track new hires coming in, and I track employees offboarding and leaving the company in this software program. I also track any movement within the company when ther...",3
Trello,Great tool for organizing tasks!!,N/A,Keeping projects organizedSending notifications for updates on boardsThe ability to tag certain people in comments is great & helpful,"Login is confusingWhen creating new boards, sometimes information is posted twice within the board","Great tool for organizing tasks!!Rating: 10 out of 10IncentivizedJuly 29, 2022Use Cases and Deployment ScopeWe use Trello to help us keep track of all our current, future, and past projects. Each person has their own account, and we share boards, assign jobs, comment, and leave feedback as needed. I...",3
Trello,"Best friend of Project Managers, Trello.",N/A,,"Interface could be a bit more better.I find it very hard to integrate Trello workspace to Google Sheets and Excel. The process is complicated.When I slide cards from one list to another they do not sit at the end of the list automatically. I have to drag it all over to the bottom of the list, otherwise, it will stick anywhere in between the list.","Best friend of Project Managers, Trello.Rating: 9 out of 10IncentivizedJuly 14, 2022Use Cases and Deployment ScopeI am a content manager. Hence I have to manage lots of content at the same time. I have to manage things like content delivery, approvals, and finalizing, and in doing all of this, Trell...",3
Trello,Trello: what you need for scrum,N/A,"User-friendliness - setting up boards is simple and you can have as many as you like. You can copy them, so you can use one as a template or use one of the public example boards as a starting point.Share - Boards can be shared among teams, allowing them to organize projects.Easy - easiest tools to use. It can be picked in minutes and there isn’t much of a learning curve.",Doesn't allow you to manipulate relationships on the timeline and see how they fit together.Doesn't support tasks that are time-sensitive.Focused on teams and not companies.,"Trello: what you need for scrumRating: 8 out of 10IncentivizedJune 1, 2022Use Cases and Deployment ScopeWe use Trello to plan the different steps of a project. Every column has with a specific action to do and is possible to move each task to an effective action. When it is complete you can modify t...",4
Trello,Trello is so easy!!!,N/A,CollaborationCommunicationOrganizationIntegrate with Atlassian products,Project sharing requires account set-upLimited free features,"Trello is so easy!!!Rating: 10 out of 10IncentivizedMay 10, 2022Use Cases and Deployment ScopeI utilize Trello daily in my professional and personal life to organize everything in a Kanban fashion. I like to be able to host a large project and break it into small, digestible pieces for clients, addi...",4
Trello,A Great Way to Organize Your Projects,N/A,Visual organization.Ease of setup for new cards.Accessible anywhere.,More flexibility when creating columns.Different fonts for cards.,"A Great Way to Organize Your ProjectsRating: 10 out of 10IncentivizedApril 28, 2022Use Cases and Deployment ScopeI use Trello for a variety of different things in my office. I manage various marketing projects and mediums, keep tabs on client files and use them to mind-map future projects for my law...",4
Trello,Love Trello!,N/A,DesignIntegrationsFilters,"I'd like to have a filter for all boards at once, to see all the tasks.","Love Trello!Rating: 10 out of 10IncentivizedApril 5, 2022Use Cases and Deployment ScopeI like Trello! It's quite convenient, nice that I can choose the design. I understand how to use boards, and it's easy to manage and filter tasks. I can see what my team is doing. I also like that there are a lot ...",4
Trello,My experience with Trello,N/A,"Trello provides a realtime sharing project management experience. So, various members of a given project can edit its tasks at the same time.With Trello, it is easy to assign member to a given taskIt is really easy to move a task from one list to another with just a drag and drop","Trello should improve the management of project timeline. For example, it might be suitable to have an integrated gant featureit shoud be interesting to have a direct integration with classical code versionnning tools like githubTrello should improve the interfaces of mobile version. The current one is not suitable and should be lighter to comply with mobile UI standards","My experience with TrelloRating: 10 out of 10IncentivizedDecember 31, 2021Use Cases and Deployment ScopeAs a a software developer, I use Trello my main Task management tool. I am very familiar with agile approaches and I found in Trello the perfect tool to organize tasks of my development projects. ...",4
Trello,"A great project management tool (Infact, process management tool).",N/A,"It organizes the tasks very well, you can create lists, and with simple drag and drop, you can manage different states of tasks.Availability of Plugins makes it super feature-rich, you can achieve almost any feature with the help of plugins.Automation bots make it super powerful to do repeated/pre-defined tasks automatically.","Understanding automation bots is very difficult, it even require doing some coding.Some third party plugins gives trouble while working with TrelloTrello does not provide a method for tracking task dependencies.","A great project management tool (Infact, process management tool).Rating: 10 out of 10IncentivizedDecember 29, 2021Use Cases and Deployment ScopeI am using Trello mainly for managing my 3 teams: 1. Development Team: My whole Agile methodology is running on Trello including backlogging and weekly spr...",4
Trello,Tool that gives a clutter free workspace,N/A,"Simple dashboard to useEasy to maintain tasks, just a drag and drop will do.can be accessed on multiple platform","No much visibility as Microsoft team, need better marketing.Source for learning Trello could be increasedmost features available only in premium versions , can give trial on all features.","Tool that gives a clutter free workspaceRating: 10 out of 10IncentivizedDecember 23, 2021Use Cases and Deployment ScopeFrom the Agile project team, We use Trello to plan and assign tasks to track them effectivelyProsSimple dashboard to useEasy to maintain tasks, just a drag and drop will do.can be a...",4
Trello,Excellent Kanban card management,N/A,TrackingCustomizableTracking of projectsAbility to use labelsAbility to attach images and URL's,Only thing is the price seems a little high[.],"Excellent Kanban card managementRating: 10 out of 10IncentivizedDecember 6, 2021Use Cases and Deployment ScopeGreat software for collaboration with teams. We use this for our entire team so we can all stay on top of projects at the same time. It updates in real-time and you can share cards and board...",4
Trello,Excellent product!,N/A,Task management.Ability to automate tile creation.Ability to include rich details in a tile.,Ability to change the width of the tile columns.Have a separate 'done' folder instead of another column.,"Excellent product!Rating: 10 out of 10IncentivizedNovember 25, 2021Use Cases and Deployment ScopeI have used Trello every day in the last 3-4 jobs I've had. It helps me organize my list of tasks for the day as well as automate tile creation based on different tasks I don't perform as often. Excellen...",4
Trello,Trello: A Beginners Perfect Entry into the World of Productivity,N/A,Ease of use.Good visual overview of tasks.Many integrations with other platforms.,Streamline the integration of different views.An easier way to view long lists.UI can definitely get clunky and messy.,"Trello: A Beginners Perfect Entry into the World of ProductivityRating: 7 out of 10IncentivizedNovember 25, 2021Use Cases and Deployment ScopeWe use Trello within our Video Production team and our Social Media team. The primary use of Trello is to keep track of dates, timelines, and updates with oth...",4
Trello,Trello is brilliant for organising tasks and productivity,N/A,"Easy to navigate, use and understand the layout.Order tasks and cards for priority.Able to move cards from one board to another when completed.Follow a workflow until completion.","Being able to change the privacy of the workspace and each board universally instead of individually, which is time-consuming.Limiting of boards to workspaces dependent on plan.The search feature is not always accurate in finding correct boards.","Trello is brilliant for organising tasks and productivityRating: 10 out of 10IncentivizedNovember 15, 2021Use Cases and Deployment ScopeIt is used to plan, organise, and improve productivity. Allows for content creation, workflows, and planning of course content. Also able to onboard clients and cus...",5
Trello,Highly recommend this product for ANY level of experience,N/A,KanbanManaging tasksReal time view of work,The iOS app is a bit confusing.I wish there were a few other features Jura had built into TrelloPrice?? I guess??,"Highly recommend this product for ANY level of experienceRating: 10 out of 10IncentivizedOctober 7, 2021Use Cases and Deployment ScopeTrello is absolutely used across the board at Slickplan. We recently had a major update to the app and this was great for keeping the entire staff on track. It’s very...",5
Trello,Group Tasks made easy,N/A,Can be integrated with other softwareTrack progress using cardsAllow for attachments on cards,junior Accountatnt in Finance and Accounting at Umhlahlandlela ulting (1-10 employees),"Group Tasks made easyRating: 10 out of 10IncentivizedSeptember 13, 2021Use Cases and Deployment ScopeTrello is used across the whole organization, used to manage the progress of work within the company, communicate between team members, and monitor day-to-day tasks. [It also] allows for managers to ...",5
Trello,Don't hesitate to start using Trello - helps a lot in the organization of your tasks!,N/A,"Task management via kanban style cardsEasy navigationEasy to keep traction of the tasks, give updates, paste links, create polls, etc.",Gantt chart or project plan,"Don't hesitate to start using Trello - helps a lot in the organization of your tasks!Rating: 10 out of 10IncentivizedAugust 17, 2021Use Cases and Deployment ScopeI use Trello to organize the business events, in my case project management trainings. The tool is very useful as you can share with other...",5
Trello,Trello - Excellent Project Management Tool,N/A,Setting up project is effortlessThe UI is very intutiveSupport from trello is quick for enterprise account,Could n't find a way to setup sprintsIntegration with calendar and zoom could be something very helpfulTemplate for reporting overall status is missing,"Trello - Excellent Project Management ToolRating: 8 out of 10IncentivizedAugust 12, 2021Use Cases and Deployment ScopeTo execute projects through using agile Trello is used across organisation. It provides better collaboration among the team members and helps to understand visibility during standupP...",5
Trello,Best software for managing tasks!,N/A,The Kanban boards work like a charm.The butler automation make it easier to save time.The design is clean and the projects don't look messy.,A filter for each user on the cards that they've been tagged could've been helpful.Customization of boards.,"Best software for managing tasks!Rating: 10 out of 10IncentivizedJuly 8, 2021Use Cases and Deployment ScopeIt is used across the organization for managing our workflow pipeline, and staying on track with our projects, and allowing stakeholders TO see status updates of projects across the company. Ap...",5
Trello,"Pick a card, any card",N/A,"Ability to add links, notes, and attachments to each cardEasy to use and get complicated tasks organizedEach task is easily separated into cards and each card can drill down into a checklist of subtasks to complete the main task.",No way to account for task dependenciesSome basic features are only available through power upsCannot be exported to other tools like MS Project,"Pick a card, any cardRating: 8 out of 10IncentivizedJuly 1, 2021Use Cases and Deployment ScopeThe department I work for uses Trello. Specifically, we use it to track the work we do during our monthly maintenance windows where we follow a series of tasks that must be done in a specific order. We rely...",5
Trello,Really Awesome Product,N/A,Ease of useSearching optionMoving cardsAdding information at any point of time,Implementing integrations to other apps would be useful to the users.,"Really Awesome ProductRating: 9 out of 10IncentivizedJune 24, 2021Use Cases and Deployment ScopeWe use Trello within the team and I like it very much because of the options available and ease of use.ProsEase of useSearching optionMoving cardsAdding information at any point of timeConsImplementing in...",5
Trello,Great for project management,N/A,Easy to use and navigate; drag and drop features are very helpfulAllows for easy collaborationMakes keeping track of projects completed easy (very helpful for mid-year and year end reviews),"While it's easy to move things around, the general structure is rigid - projects are contained in columns which can make more complex projects more difficult to visualize","Great for project managementRating: 10 out of 10IncentivizedMay 27, 2021Use Cases and Deployment ScopeI use it in my sales operations role to help myself stay on top of projects, notes, meeting agendas, and reminders. I've provided access my personal Trello board to individuals with whom I collabora...",5
Trello,Organized and collaborative work to meet needs and achieve objectives,N/A,"Trello was the best for that; it is easy to use, its user interface is attractive.Simple to keep track of items in an organized way, and its customization becomes fast for everyone's taste, making everything practical.We work in an orderly manner, we have been able to move forward both collectively and individually to meet the activities that our projects demand.","I can't think of anything I dislike about Trello. However, I would like it to be a little more flexible to design customizations.","Organized and collaborative work to meet needs and achieve objectivesRating: 10 out of 10IncentivizedMay 10, 2021Use Cases and Deployment ScopeUsing Trello, we have been able to reinvent our work methodology and move forward quickly and efficiently to fulfill our activities; I can keep my colleagues...",5
Trello,"Trello's never gonna give you up, never gonna let you down.",N/A,Aggregating disparate pieces in one place for a central source of truth.Making transparency and accountability effortless.Encouraging collaboration by making it seamless.,,"Trello's never gonna give you up, never gonna let you down.Rating: 10 out of 10IncentivizedMay 6, 2021Use Cases and Deployment ScopeI use Trello to manage projects and initiatives across 40 experts in 3 disciplines in 7 offices across North America. As a shared services team, we work on more than 60...",6
Trello,I am using Trello and I am feeling relax enough,N/A,Most important is we organize our daily activitiesManagement for a project is easy and effectiveMaking list for reading for me and others is flexibleWe can join [ourselves] so easily,"I am a happy Trello userMay be storage is low[It's] very good for short time business, [the] extensive project is tough","I am using Trello and I am feeling relax enoughRating: 10 out of 10IncentivizedApril 29, 2021Use Cases and Deployment ScopeAs am a freelancer, we do [a] variety of jobs. I some cases for a special job some people work under me. And in that case[,] we share our things, what or what not on Trello. Sti...",6
Trello,Best Task Management Software!,N/A,"Manage ""To Do's""Keep Track of ListsEase of use when moving cards and changing up tasks","Free version can be limited for a larger group, so you may need to upgrade to the paid versionGreat for smaller tasks, but can be cumbersome for larger tasks","Best Task Management Software!Rating: 10 out of 10IncentivizedApril 23, 2021Use Cases and Deployment ScopeWe use Trello to manage our ""To Do"" lists. We are a virtual company, so we have always worked remotely and have sometimes found it challenging to be on the same page when it comes to our collect...",6
Trello,Visualize your projects and checklist with a software that is easy to setup and start using immediately!,N/A,"Trello was easily laid out in visual boards, similar to Pinterest.It was easy to create checklist within a project.It was easy to tag another team member to a project board.",Tiffany alvo,"Visualize your projects and checklist with a software that is easy to setup and start using immediately!Rating: 7 out of 10IncentivizedJanuary 13, 2021Use Cases and Deployment ScopeTrello was established at our organization to maintain our new hire checklist and collaborate on projects within the ho...",6
Trello,Easy to use software that anyone can use to organize and delegate tasks!,N/A,"Prioritizing tasks, using colour codes.Drag and drop interface to move tasks along the progress funnel.Integration with third party softwares to automate notifications to select employees.","Further integration with de-bugging tools for our dev teamAbility to notify certain employees for tasks that pertain to them only to remove clutterIntegration with Microsoft Project as well, as bizanalyst require more powerful tools","Easy to use software that anyone can use to organize and delegate tasks!Rating: 10 out of 10IncentivizedNovember 13, 2020Use Cases and Deployment ScopeTrello is being used across the whole organization, to better label and prioritizes tasks. We actually integrate it within our company Slack, in orde...",6
Trello,Great task management tool for not too complex projects,N/A,Simple task managementReal time actions and updatesuser friendly platform,Integration with other softwareFurther customizing featuresBoards management customization,"Great task management tool for not too complex projectsRating: 9 out of 10IncentivizedSeptember 11, 2020Use Cases and Deployment ScopeTrello works as a task management board. We used it as an integrated system between departments, where the chiefs of operations, the CEO and the workers can access an...",6
Trello,Best and simple project management tool for small size projects,N/A,Keep track of to-do lists.Share files with your team members.Ability to collaborate.Flexible.Simple UI.Less complex pricing structure.Understand instantly when a deadline nears.Mobile friendly.Trello follows the Kanban system.,Difficult to handle big projects.Lower storage limit.You cannot review iterations.No Gantt.Only simple description can be given.,"Best and simple project management tool for small size projectsRating: 8 out of 10IncentivizedAugust 3, 2020Use Cases and Deployment ScopeTrello is a project management tool that many of us use. Our organization has been using Trello for the past 2 years, and we find it to be a useful tool because i...",6
Trello,Managing My Daily Tasks Has Never Been This Easy,N/A,"Tagging the task with colors or patterns helps keep tasks separated from each other.Archive the projects or tasks, make them available anytime you would like to get them.It is totally online and supports cross-platforms which helps you use it anywhere.It is really an easy tool to get familiar with.","Having too many tasks on the project makes it hard to manage.When you set time for tasks it notifies you back, that would be nice to have a Gantt chart in order to see the whole project in landscape mode.While sending mail or sharing the task I would like to set a template for how the tasks appear while sharing.Some auto rules can be implemented which can be managed from a dashboard, like if this happens then make something like that.","Managing My Daily Tasks Has Never Been This EasyRating: 10 out of 10IncentivizedMay 8, 2020Use Cases and Deployment ScopeTrello is a kind of task management tool, we're working with Agile methodologies and Trello is useful at that point. We're using the tool to assign tasks and manage those tasks ac...",6
Trello,Very useful app for project collaboration,N/A,You can set a pipeline for your projects.Being able to organize all your tasks.Color coding of cards according to the priority of each task.,"It uses huge internet bandwidth so a stable internet connection is necessary.Some functionalities like a button that will allow you to bold, underline, cross out letters is not available.","Very useful app for project collaborationRating: 7 out of 10IncentivizedMarch 10, 2020Use Cases and Deployment ScopeOur team uses it to make it easier for us to work on common projects. We like that we're able to set deadlines using it and see who that particular project belongs to. We also like how...",6
Trello,Would highly recommend this easy to use option,N/A,"Easy to use and learn interfaceA lot of capability to customize each cardVery easy to collaborate with a team, both internally and externally",Search featureNotification system,"Would highly recommend this easy to use optionRating: 9 out of 10IncentivizedMarch 5, 2020Use Cases and Deployment ScopeTrello is used company wide where I work. We have team boards and individual boards. We also have project boards. I find it very useful to organize all of the work within my divisi...",6
Trello,Simple and clean way to organize projects,N/A,Simple layoutAccessible over multiple devices,,"Simple and clean way to organize projectsRating: 9 out of 10IncentivizedFebruary 14, 2020Use Cases and Deployment ScopeI use it to organize my ideas and projects. It keeps things online so I can access it anywhere.ProsSimple layoutAccessible over multiple devicesLikelihood to RecommendWhen working o...",7
Trello,Solid Project Management Solution,N/A,Task organizationTimeline tracking,Lots of manual set upClunky integrations,"Solid Project Management SolutionRating: 7 out of 10IncentivizedJanuary 2, 2020Use Cases and Deployment ScopeThis is being used in our company to track client implementations and also to track our product roadmap. While we have several boards for each department, we allow any user to be able to have...",7
Trello,"Visually engaging, intuitive and easy-to-use project dashboard",N/A,Web based delivery provides seamless access anywhere and anytime.Intuitive and easy to use.,Semi-online features would be a game changer when there is no internet connection.Upload size limitation makes it very hard to collaborate with large data.,"Visually engaging, intuitive and easy-to-use project dashboardRating: 8 out of 10IncentivizedDecember 12, 2019Use Cases and Deployment ScopeTrello is currently used sporadically by a few departments in our organization. It is primarily used as collaboration tools to track activities in a project whi...",7
