product_name,review_title,rating,pros,cons,full_content,page_number
Jira,Game Changer in Task Distribution and Team Monitoring,N/A,Improve compliance & risk managementImprove supplier or partner relationshipsImprove customer relations/serviceCost management,"UI could be more easier for some of the views.The cost is quite highThe level of permissions is only there at the top level, many times, a just lower ranked person is stuck because one the admins have right to give certain permissions, there could be a permission management system more robust and customisable.","Game Changer in Task Distribution and Team MonitoringRating: 6 out of 10IncentivizedMarch 7, 2025Use Cases and Deployment ScopeWe as an organisation can't even imagine our work process without Atlassian Jira, before Atlassian Jira, there was literally no process, there was no task distribution metho...",4
Jira,Great Software with plenty of extensibility,N/A,Linking user stories to Git mergesLots of insight optionsMultiple connections with 3rd party apps,"Migrating sprintsauto saving stories when editing them, too often descriptions are lost because of not clicking on the save button manually","Great Software with plenty of extensibilityRating: 9 out of 10IncentivizedDecember 9, 2024Use Cases and Deployment ScopeWe use Jira to plan our sprints and create sprintgoals. Its a great way to monitor our progress and keeping our teams up to date.ProsLinking user stories to Git mergesLots of insig...",4
Jira,Jira - The Project Management GOAT,N/A,Visualization of issues. The Kanban board is something that we use as a team to visually see where we are in terms of projects.Issue/KPI tracking. This allows managment to see the number of issues that our team deals with every day.Cross team collaboration. This allows other team members to see where they are on our project as well as seeing what other priorities that may impact our work on their project.,Transferring board. Migrating from one type of board to anotherIntegration with other software. It doesn't play well with Salesforce without another integration toolSharing. It's not as intuitive as I would like. You have to share the project and not just the issue if you want people to click into the issue.,"Jira - The Project Management GOATRating: 10 out of 10IncentivizedOctober 22, 2024Use Cases and Deployment ScopeProject Management/work issues management as a team and as individuals. This software keeps us all align on what we are doing on the project as well as allowing management to have KPIs on ...",4
Jira,Jira is a Saviour,N/A,Project managementBug Trackingtask managementCustomization of workflows as per our requirement in the projectAutomation,Capacity PlanningIndividual time trackerSome of the navigation option could be improvised,"Jira is a SaviourRating: 9 out of 10IncentivizedMarch 8, 2024Use Cases and Deployment ScopeJira Software is a project management tool that is widely used by various teams in our organization to manage their projects and tasks. This tool is so feasible as it helps us to customize the information coll...",4
Jira,Atlassian Architect,N/A,agile boardsdashboardsJira Query LanguageReportingAtlassian Marketplace of AppsCommunity for discussions and Q&Anotifications with link to issues,company managed projects vs team managed projectsallows for duplicate names of entities - can get confusingadministrators get too many emails - they are added to the watch list for every project they work on.,"Atlassian ArchitectRating: 10 out of 10IncentivizedFebruary 21, 2024Use Cases and Deployment ScopeWe use Jira Software for both Service management and for tracking business processes. It is great for automatically sending out notifications when they are needed - set up of notification schemes and wo...",4
Jira,Essential software for a project development,N/A,Bug trackingBug analysisTask creation and trackingKanban board,"Difficult to use for first time usersLack of demo, It would helpful if they provide info and demo while usingSharing comments in the ticket is kept hidden, it will be unknown and not useful for the most of users","Essential software for a project developmentRating: 8 out of 10IncentivizedJanuary 8, 2024Use Cases and Deployment ScopeWe use Jira Software for an agile methodology. It is used often used for scrum meetings, kanban boards management for daily and sprint tasks, bugs management and analysis.It provid...",4
Jira,My Verdict on Jira Software : Should you use it or not!,N/A,Ticket managementDefect managementBusiness process managementEffective communication between cross functional teamsEasy to useProject management,Interactive UICould be a room for improvement towards documents upload and trackingMore info of the linked ticketCould have better UILoad time could be enhancedSometimes document upload fails,"My Verdict on Jira Software : Should you use it or not!Rating: 7 out of 10IncentivizedNovember 17, 2023Use Cases and Deployment ScopeProject management. The tickets for a development and testing are mapped as a Jira Software story,easy to track , segment and comment.ProsTicket managementDefect manag...",4
Jira,best for tracking everything,N/A,tracking all storiestracking metricstracking bugstracking sprintscreating dashboards for stakeholders,many times jira is in maintenance modemany times jira is slowsometimes UI can be a bit confusing,"best for tracking everythingRating: 8 out of 10IncentivizedOctober 23, 2023Use Cases and Deployment Scope<div>We use jira majorly for the following</div><div>- tracking sprints </div><div>- tracking metrics</div><div>- tracking all user stories</div><div>- tracking all epics</div><div>- tracking all...",5
Jira,Jira - The Saviour of lazy people,N/A,DcoumentationChange ManagementTask Allocation,Easier UI for beginners to understand.,"Jira - The Saviour of lazy peopleRating: 9 out of 10IncentivizedJuly 19, 2023Use Cases and Deployment ScopeJIRA software is quite helpful in documentation. Business problem the product addresses is that it helps in documenting the changes required to do or are done in other software and it makes sur...",5
Jira,Streamlining Project Management with Jira: A Quick Review of its Features and Capabilities,N/A,High level overview of all epics and associated jobsTracking and ticket assignmentComments from teams,Different project views on screen - sometimes hard to find the view that you wantLeft hand menu is cognitive overload - look to simplify,"Streamlining Project Management with Jira: A Quick Review of its Features and CapabilitiesRating: 10 out of 10IncentivizedMay 24, 2023Use Cases and Deployment ScopeUse Jira to store all our jira tickets related to any software development project or release. This will help aid BA, Testers, UX Design...",5
Jira,Jira Software is capable of end to end product management,N/A,"Running sprints and tracking progress of roadmap, epics, story, task and subtaskThe user interface is great. It allows tables inside details, have common shortcuts and clean design.Can create custom dashboards and can view data in multiple waysAdvanced access rights based on role","Roadmapping can be improved to allow advanced roadmap in normal paid subscriptionShould allow to duplicate tasks for iOS, Android and Web instead of doing it manuallyThe mobile app should allow bug reporting with just image screenshot and a single sentence and assigned to person.","Jira Software is capable of end to end product managementRating: 8 out of 10IncentivizedApril 5, 2023Use Cases and Deployment ScopeOur team needed an application to which could support agile methodology of Scrum. We wanted a tool to help teams plan, track, and manage their work. We use Jira Software...",5
Jira,Hey guys!  let's have an amazing review for this software.,N/A,"Effective work visualization using Kanban board feature.Work-in-progress limit is very helpful for increasing overall work efficiency.Bugs, issues & story creation very easy using this tool.",Some tools and features are not very user-friendly at first.Sometimes difficult and complex to configure.We will recommend some efficient learning community to be made to address this.,"Hey guys!  let's have an amazing review for this software.Rating: 8 out of 10IncentivizedMarch 17, 2023Use Cases and Deployment ScopeWe mainly use Jira software for tracking issues, tasks &amp; bugs.<b>- Problems addressed by this software:</b>1. Keeping the whole team in single and transparent trac...",5
Jira,Jira - Excellent Project & Workflow management tool,N/A,Workflow managementProject managementTask managementProject PlanningIssue & Bugs tracking,PerformanaceUser managementIntegrationTemplet for Project,"Jira - Excellent Project & Workflow management toolRating: 9 out of 10IncentivizedMarch 14, 2023Use Cases and Deployment ScopeWe use Jira software for project, issues, bug, task and workflow management. It provides a centralized platform for managing development projects, from planning and developme...",5
Jira,Amazing project manager tool!,N/A,Ticketing FeatureProject ManagementField mappingFlexible portal,Software glitches - sometimes window takes a lot of time to loadReal time updates needs to work uponIntegration with other apps can also be worked upon,"Amazing project manager tool!Rating: 8 out of 10IncentivizedMarch 7, 2023Use Cases and Deployment ScopeWe use Jira in our business process very frequently and is a very effective tool for project management. Collaboration with internal and external parties becomes easy with the same. Ticketing featu...",5
Jira,Jira helps me do my job better and easier!,N/A,Bug trackingProject managementEmail notificationsTest case management,"I do not have any cons related to the appJira has multiple versions, and if working on multiple projects on different Jira versions, might create a little confusion","Jira helps me do my job better and easier!Rating: 4 out of 10IncentivizedFebruary 13, 2023Use Cases and Deployment ScopeI use Jira as a work management tool. Jira is very helpful in creating and managing work projects and keep track of the projects. Jira can also be configured with addons, even for ...",5
Jira,Top tool to create or modify the software features,N/A,For creating new PRs for new featuresConvey the idea for end userInclude nitty gritty details of the required changes,"AI based matching with already existing tickets.Dedicated sections for particular categoryAuto text completion, text suggestion while creating the ticket","Top tool to create or modify the software featuresRating: 8 out of 10IncentivizedJanuary 2, 2023Use Cases and Deployment ScopeJira is used if want to have some new feature or edit an existing feature in our product. The manager creates a ticket on Jira with all the details of the work that is to be ...",5
Jira,Need to Track Issues and follow Agile Methodology? Jira is the way to go!,N/A,Helps with Agile MethodologyIssue/Bug TrackingConnects with GitLab,Can't really think of things that could be improved. UI is already good and it is pretty fast!,"Need to Track Issues and follow Agile Methodology? Jira is the way to go!Rating: 9 out of 10IncentivizedJuly 8, 2022Use Cases and Deployment ScopeWe use Jira for bug/improvement tracking and following Agile Methodology. We create tickets for our development work, plan which tickets to pick in the cu...",5
Jira,The Best End-To-End Project Management Software. Period.,N/A,"Right from the first step of a product development process, that is the requirement analysis and tracking, we use Jira's Epic and Stories for organizing various requirements.Task management and ownership overview.Build and deployment process by using another Atlassian product ( bitbucket) alongside Jira.Transparency over the product engineering roadmap throughout the organisation.","A lot of new product engineering tools are coming up, Jira has to provide some integrations for those as soon as possible.Migration from other systems to Jira is a bit complex, as there's no automated process for that and it's mostly a manual process.","The Best End-To-End Project Management Software. Period.Rating: 9 out of 10IncentivizedJune 25, 2022Use Cases and Deployment ScopeSo Jira has been the primary task management software at our organisation for a long time now, it started as a task management product for our day-to-day task tracking. H...",6
Jira,Great project management solution,N/A,RoadmapsIntegrationsScrum Boards,Can be complicated to useSome plugins and integrations do not work wellLack of version control,"Great project management solutionRating: 9 out of 10IncentivizedMay 31, 2022Use Cases and Deployment ScopeMy company uses Jira to manage projects, and digital products, create roadmaps, and manage product pipelines, documentation, teamwork, resource management, track issues, and marketing campaigns....",6
Jira,Jira Software - Agility with the simplest and most effective #1 ALM solution,N/A,Feature Release managementTest case managementFiltering issue types,Filtering subtasks is not possibleA complete ALM solution like Azure DevOps,"Jira Software - Agility with the simplest and most effective #1 ALM solutionRating: 10 out of 10IncentivizedApril 29, 2022Use Cases and Deployment ScopeWe've been using Jira to track feature releases right from the requirement gathering phase to product delivery. The tasks as part of these deploymen...",6
Jira,"Better tracking, traceability, agile view dashboards...",N/A,Tracking ProgressAgileDashboardIssue Management,Search Patterns for GRID data does not work.UI is too subtle and hence less interesting.Finding access groups for particular dashboard URLs is difficult.,"Better tracking, traceability, agile view dashboards...Rating: 9 out of 10IncentivizedApril 14, 2022Use Cases and Deployment ScopeGood issue tracking tool with all features defined clearly. Also, helps us manage daily agile activities with better viewability. But, can be improved in some areas. Exam...",6
Jira,Jira is great for managing your org's work!,N/A,Simple view to all work in progressEasy to update team on statusPlanning made simple,Loading times,"Jira is great for managing your org's work!Rating: 8 out of 10IncentivizedMarch 17, 2022Use Cases and Deployment ScopeEnabling tech to work closely with the product team and drive a shared vision of results. Enabling tech to work closely with the product team and drive a shared vision of results. En...",6
Jira,"Best-in-class project management & coordination, & planning technology",N/A,,,"Best-in-class project management & coordination, & planning technologyRating: 9 out of 10IncentivizedDecember 15, 2021Use Cases and Deployment ScopeMy organization uses JIRA to organize projects and track velocity across teams. The business problem that this product addresses for my company is that ...",6
Jira,Recommended for every IT company,N/A,Ticket ManagementSprint BoardsReportsConfigurable fields and workflows,Suggested workflowsThere is scope of improvement in reportsScope of improvement in bulk changes,"Recommended for every IT companyRating: 9 out of 10IncentivizedDecember 8, 2021Use Cases and Deployment ScopeWe use Jira to drive our product development. We use agile to develop our product and it is very easy to create sprint boards and manage stories in Jira. Jira is a revolutionary product and i...",6
Jira,Jira Software - the Swiss Army Knife of Software,N/A,Release managementTaggingProcess flowsCollaborationBulk ticket processing,Pre-built DashboardsBulk ticket creation via importAutomated reminders for stale tickets,"Jira Software - the Swiss Army Knife of SoftwareRating: 10 out of 10IncentivizedDecember 1, 2021Use Cases and Deployment ScopeI have used Jira Software as a core tool to support software development across globally distributed teams for large, complex software deliveries as well as smaller, routine ...",6
Jira,JIRA is a definitive in issue tracking  software,N/A,Work process creation and the board is extremely compelling.Simple and instinctive redoing for fundamental necessities.Clear perceivability of following of the issues.,"The Kanban board on Jira has bugs and frequently creates blunder alarms, despite the fact that changing a status actually works.Follows a portion of the perplexing joining just as movement from large numbers of the distinctive ALM frameworks.The reports being produced are not reusable.","JIRA is a definitive in issue tracking  softwareRating: 10 out of 10IncentivizedNovember 20, 2021Use Cases and Deployment ScopeWe use Jira Software in our product improvement life cycle interaction to observe assignments, bugs, and cutoff times. We likewise use this took in monitoring our inner cycl...",6
Jira,Best project management tool,N/A,,little difficult for newbies to understandrooms for improvement in GUIsometime lags and delays work progress,"Best project management toolRating: 10 out of 10IncentivizedNovember 6, 2021Use Cases and Deployment ScopeJira Software is being used to place customer's issues and V&amp;V issues from the delivered load or legacy load it is used to track progress of analysis, tracing assignee, providing resolution ...",6
Jira,Jira Software is a good task management solution for medium to large software teams,N/A,Task trackingNotifications of new tasks and task updatesPermission based boards and ticket updates,Jira Software could use some UI updates for its dashboardJira Software needs an archive feature for old projectsPermission flow for users and projects is very convoluted and hard to manage,"Jira Software is a good task management solution for medium to large software teamsRating: 9 out of 10IncentivizedNovember 4, 2021Use Cases and Deployment ScopeWe utilize Jira Software in our software development life cycle process to keep track of tasks, bugs, and deadlines. We also utilize this to...",7
